No,Codigo,Departamento,Municipio,Latitud,Longitud,Nombre Establecimiento,Direccion
26077,12-06-0317-43,SAN MARCOS,CONCEPCION TUTUAPA,15.297025,-91.877832,EORM,CASERIO PANTEON BUENA VISTA
26078,12-23-0020-43,SAN MARCOS,IXCHIGUAN,15.159307,-91.877705,EORM,CASERIO LAS MANZANAS
26079,12-23-0924-43,SAN MARCOS,IXCHIGUAN,15.14233,-91.877683,EORM,ALDEA PAJATZ
26080,12-23-3205-42,SAN MARCOS,IXCHIGUAN,15.14233,-91.877683,EODP ANEXA A EORM,ALDEA PAJATZ
26081,12-09-0058-43,SAN MARCOS,TAJUMULCO,15.079405,-91.877576,EORM,CASERIO CHEGUITZ ALDEA TONINCHUN
26082,12-06-0010-42,SAN MARCOS,CONCEPCION TUTUAPA,15.241711,-91.877539,EODP ANEXA A EORM,CASERIO LACANDON CHICO ALDEA LACANDON
26083,12-06-0027-43,SAN MARCOS,CONCEPCION TUTUAPA,15.241711,-91.877539,EORM,CASERIO LACANDON CHICO ALDEA LACANDON
26084,12-21-0856-43,SAN MARCOS,LA REFORMA,14.756953,-91.877009,EORM,CASERIO LA ESPERANZA
26085,12-21-4127-42,SAN MARCOS,LA REFORMA,14.756953,-91.877009,EODP ANEXA A EORM,CASERIO LA ESPERANZA
26086,12-12-0060-42,SAN MARCOS,NUEVO PROGRESO,14.734941,-91.876545,EODP ANEXA A EORM,CANTON SAN RAMON
26087,12-20-0836-43,SAN MARCOS,EL QUETZAL,14.724694,-91.875995,EORM,ALDEA SAN JORGE SINTANA
26088,12-20-2779-42,SAN MARCOS,EL QUETZAL,14.724694,-91.875995,EODP ANEXA A EORM,"ALDEA SAN JORGE, SINTANA"
26089,12-06-0274-41,SAN MARCOS,CONCEPCION TUTUAPA,15.387444,-91.875532,COPB ANEXA A EORM,ALDEA LA LAGUNA
26090,12-06-0304-43,SAN MARCOS,CONCEPCION TUTUAPA,15.387444,-91.875532,EORM,ALDEA LA LAGUNA
26091,12-27-1002-43,SAN MARCOS,ESQUIPULAS PALO GORDO,14.902748,-91.875188,EORM,ALDEA EL CARRIZAL
26092,12-06-0271-41,SAN MARCOS,CONCEPCION TUTUAPA,15.387658,-91.875186,COPB ANEXA A EORM,CASERIO EL PORVENIR ALDEA TIERRA BLANCA
26093,12-06-0284-41,SAN MARCOS,CONCEPCION TUTUAPA,15.272668,-91.875112,COPB ANEXA A EORM,CASERIO TUIJOJ
26094,12-06-0320-43,SAN MARCOS,CONCEPCION TUTUAPA,15.272668,-91.875112,EORM,CASERIO TUIJOJ
26095,12-06-0060-42,SAN MARCOS,CONCEPCION TUTUAPA,15.272198,-91.874905,EODP - PROGRAMA HOGARES COMUNITARIOS -,CASERIO TUIJOJ
26096,12-06-0318-43,SAN MARCOS,CONCEPCION TUTUAPA,15.33973,-91.874828,EORM,CASERIO SANTO DOMINGO
26097,12-06-2984-43,SAN MARCOS,CONCEPCION TUTUAPA,15.33973,-91.874828,EORM,CASERIO SANTO DOMINGO
26098,12-10-0490-43,SAN MARCOS,TEJUTLA,15.181924,-91.87242,EORM,ALDEA CHALANCHAC
26099,12-10-4128-42,SAN MARCOS,TEJUTLA,15.181924,-91.87242,EODP ANEXA A EORM,ALDEA CHALANCHAC
26100,12-09-0057-43,SAN MARCOS,TAJUMULCO,15.110942,-91.871688,EORM,CASERIO LA GUARDIA ALDEA TUINIMA
26101,12-27-1005-43,SAN MARCOS,ESQUIPULAS PALO GORDO,14.93503,-91.871682,EORM '15 DE SEPTIEMBRE',ALDEA FRATERNIDAD
26102,12-27-4849-42,SAN MARCOS,ESQUIPULAS PALO GORDO,14.93503,-91.871682,EODP ANEXA A EORM 15 DE SEPTIEMBRE,ALDEA FRATERNIDAD
26103,12-10-0013-43,SAN MARCOS,TEJUTLA,15.21634,-91.870961,EORM,CASERIO CRISTALINAS VENECIA
26104,12-21-0863-43,SAN MARCOS,LA REFORMA,14.782434,-91.870848,EORM,ALDEA SAN RAFAEL BOCOL
26105,12-21-5238-42,SAN MARCOS,LA REFORMA,14.782434,-91.870848,EODP ANEXA A EORM,ALDEA SAN RAFAEL BOCOL
26106,12-09-0040-43,SAN MARCOS,TAJUMULCO,15.121925,-91.869732,EORM,CASERIO LA VENTANA VILLA HERMOSA ALDEA TUINIMA
26107,12-21-0002-42,SAN MARCOS,LA REFORMA,14.779008,-91.86911,EODP ANEXA A EORM,SECTOR LAS GOLONDRINAS ALDEA SAN RAFAEL BOCOL
26108,12-21-0010-43,SAN MARCOS,LA REFORMA,14.779008,-91.86911,EORM,SECTOR LAS GOLONDRINAS ALDEA SAN RAFAEL BOCOL
26109,12-06-1265-43,SAN MARCOS,CONCEPCION TUTUAPA,15.307846,-91.86901,EORM,CASERIO FLOR DE BELEN
26110,12-06-4293-41,SAN MARCOS,CONCEPCION TUTUAPA,15.307846,-91.86901,COPB ANEXA A EORM,CASERIO FLOR DE BELEN
26111,12-09-5305-43,SAN MARCOS,TAJUMULCO,15.08006,-91.8688,EORM,ALDEA VILLA REAL
26112,12-09-0063-43,SAN MARCOS,TAJUMULCO,15.08907,-91.86854,EORM,CASERIO NUEVA BATALLA ALDEA VILLA REAL
26113,12-01-0025-43,SAN MARCOS,SAN MARCOS,15.025067,-91.86829,EORM,ALDEA CANAQUE
26114,12-01-3426-42,SAN MARCOS,SAN MARCOS,15.025067,-91.86829,EODP ANEXA A EORM,ALDEA CANAQUE
26115,12-06-0012-42,SAN MARCOS,CONCEPCION TUTUAPA,15.288841,-91.868265,EODP ANEXA A EORM,CASERIO VILLA NUEVA ALDEA TALHUITO
26116,12-06-0028-43,SAN MARCOS,CONCEPCION TUTUAPA,15.288841,-91.868265,EORM,CASERIO VILLA NUEVA ALDEA TALHUITO
26117,12-06-0272-41,SAN MARCOS,CONCEPCION TUTUAPA,15.263318,-91.867303,COPB ANEXA A EORM,CASERIO TUISACTZOC ALDEA TALHUITO
26118,12-06-0295-43,SAN MARCOS,CONCEPCION TUTUAPA,15.263318,-91.867303,EORM,CASERIO TUIZACTZOC ALDEA TALHUITO
26119,12-09-0042-43,SAN MARCOS,TAJUMULCO,15.102431,-91.867072,EORM,CASERIO EL MILAGRO ALDEA TUINIMA
26120,12-09-5308-43,SAN MARCOS,TAJUMULCO,15.11633,-91.867021,EORM,CASERIO ALTAR SONORA ALDEA TUINIMA
26121,12-06-0254-41,SAN MARCOS,CONCEPCION TUTUAPA,15.32172,-91.866979,COPB ANEXA A EORM,ALDEA SICHIVILA
26122,12-06-0309-43,SAN MARCOS,CONCEPCION TUTUAPA,15.32172,-91.866979,EORM,ALDEA SICHIVILA
26123,12-06-0046-43,SAN MARCOS,CONCEPCION TUTUAPA,15.333815,-91.866886,EORM,CASERIO TIJHUICHI ALDEA SICHIVILA
26124,12-23-0914-43,SAN MARCOS,IXCHIGUAN,15.065583,-91.866615,EORM,CANTON LAS BRISAS ALDEA TUICHAN
26125,12-23-4268-42,SAN MARCOS,IXCHIGUAN,15.065583,-91.866615,EODP ANEXA A EORM,CANTON LAS BRISAS ALDEA TUICHAN
26126,12-20-0838-43,SAN MARCOS,EL QUETZAL,14.739136,-91.866074,EORM,CASERIO JUNCA
26127,12-20-3400-42,SAN MARCOS,EL QUETZAL,14.739136,-91.866074,EODP ANEXA A EORM,CASERIO JUNCA
26128,12-06-0022-42,SAN MARCOS,CONCEPCION TUTUAPA,15.325786,-91.865236,"EODP PARAJE CHETNAM, ALDEA SICHIVILA","PARAJE CHETNAM, ALDEA SICHIVILA"
26129,12-06-0058-43,SAN MARCOS,CONCEPCION TUTUAPA,15.325786,-91.865236,EORM,"PARAJE CHETNAM, ALDEA SICHIVILA"
26130,12-23-0009-43,SAN MARCOS,IXCHIGUAN,15.078159,-91.865098,EORM,CASERIO VILLA LINDA
26131,12-23-0041-41,SAN MARCOS,IXCHIGUAN,15.078159,-91.865098,COPB ANEXA A EORM,CANTON VILLA LINDA TUICHAN
26132,12-20-0009-42,SAN MARCOS,EL QUETZAL,14.728047,-91.864729,EODP ANEXA A EORM,CASERIO NUEVO AMANECER
26133,12-20-0019-43,SAN MARCOS,EL QUETZAL,14.728047,-91.864729,EORM,CASERIO NUEVO AMANECER
26134,12-10-2880-43,SAN MARCOS,TEJUTLA,15.145048,-91.86437,EORM,"CASERIO VISTA HERMOSA DEL PINAL, ALDEA SAN ISIDRO"
26135,12-10-0469-43,SAN MARCOS,TEJUTLA,15.136451,-91.864332,EORM,ALDEA LA INMORTAL LIBERTAD
26136,12-10-5188-42,SAN MARCOS,TEJUTLA,15.136451,-91.864332,EODP ANEXA A EORM,ALDEA LA INMORTAL LIBERTAD
26137,12-10-0056-43,SAN MARCOS,TEJUTLA,15.120455,-91.863632,EORM,CASERIO NUEVA JERUSALEN
26138,12-21-0861-43,SAN MARCOS,LA REFORMA,14.763677,-91.863588,EORM,CASERIO RECUERDO ASTURIAS
26139,12-21-5059-42,SAN MARCOS,LA REFORMA,14.763677,-91.863588,EODP ANEXA A EORM,CASERIO RECUERDO ASTURIAS
26140,12-10-0010-42,SAN MARCOS,TEJUTLA,15.178915,-91.863565,EODP ANEXA A EORM,ALDEA TOJUCHOC
26141,12-10-0011-43,SAN MARCOS,TEJUTLA,15.178915,-91.863565,EORM,ALDEA TOJUCHOC
26142,12-10-0497-43,SAN MARCOS,TEJUTLA,15.160091,-91.862782,EORM,ALDEA CAMPACHAN
26143,12-10-4196-42,SAN MARCOS,TEJUTLA,15.160091,-91.862782,EODP ANEXA A EORM,ALDEA CAMPACHAN SAN MARCOS TEJUTLA ALDEA CAMPACHAN
26144,12-06-0122-42,SAN MARCOS,CONCEPCION TUTUAPA,15.250264,-91.862531,EODP - PROGRAMA HOGARES COMUNITARIOS -,ALDEA LLANO GRANDE
26145,12-09-0133-43,SAN MARCOS,TAJUMULCO,15.070241,-91.862473,EORM,ALDEA LAS BRISAS
26146,12-13-0024-43,SAN MARCOS,EL TUMBADOR,14.942475,-91.862473,EORM,COMUNIDAD AGRARIA PLAN DE ARENA
26147,12-06-0279-41,SAN MARCOS,CONCEPCION TUTUAPA,15.251143,-91.862256,COPB ANEXA A EORM,CASERIO NUEVA ESPERANZA
26148,12-06-0315-43,SAN MARCOS,CONCEPCION TUTUAPA,15.251143,-91.862256,EORM,CASERIO NUEVA ESPERANZA
26149,12-23-0014-43,SAN MARCOS,IXCHIGUAN,15.096721,-91.862189,EORM,CANTON CUMBRES DE CHOAPEQUEZ
26150,12-06-0282-41,SAN MARCOS,CONCEPCION TUTUAPA,15.250916,-91.862053,COPB ANEXA A EORM,ALDEA LLANO GRANDE
26151,12-06-0319-43,SAN MARCOS,CONCEPCION TUTUAPA,15.250916,-91.862053,EORM,ALDEA LLANO GRANDE
26152,12-21-5142-43,SAN MARCOS,LA REFORMA,14.747313,-91.861793,EORM,COMUNIDAD LA FE
26153,12-21-5445-42,SAN MARCOS,LA REFORMA,14.747313,-91.861793,EODP ANEXA A EORM,COMUNIDAD LA FE
26154,12-10-4623-43,SAN MARCOS,TEJUTLA,15.191072,-91.861462,EORM,CASERIO COLVEN ALDEA SHALANCHAC
26155,12-10-4667-42,SAN MARCOS,TEJUTLA,15.191072,-91.861462,EODP ANEXA A EORM,CASERIO COLVEN ALDEA SHALANSHAC
26156,12-27-0006-43,SAN MARCOS,ESQUIPULAS PALO GORDO,14.941271,-91.86145,EORM,PARCELAMIENTO LA LUCHA
26157,12-27-0016-42,SAN MARCOS,ESQUIPULAS PALO GORDO,14.941271,-91.86145,EODP ANEXA A EORM,PARCELAMIENTO LA LUCHA
26158,12-23-0018-43,SAN MARCOS,IXCHIGUAN,15.088083,-91.861212,EORM,CANTON LA JOYA ALDEA CHOAPEQUEZ
26159,12-23-0042-41,SAN MARCOS,IXCHIGUAN,15.088083,-91.861212,COPB ANEXA A EORM,CANTON LA JOYA ALDEA CHOAPEQUEZ
26160,12-20-1138-43,SAN MARCOS,EL QUETZAL,14.723681,-91.861083,EORM,CASERIO EL ARENAL
26161,12-20-3399-42,SAN MARCOS,EL QUETZAL,14.723681,-91.861083,EODP ANEXA A EORM,CASERIO EL ARENAL
26162,12-12-0063-42,SAN MARCOS,NUEVO PROGRESO,14.778734,-91.860644,EODP ANEXA A EORM,ALDEA LA INDEPENDENCIA
26163,12-01-1165-43,SAN MARCOS,SAN MARCOS,15.05696,-91.859563,EORM,CANTON ALTA VISTA ALDEA EL RODEO
26164,12-01-5356-42,SAN MARCOS,SAN MARCOS,15.05696,-91.859563,EODP ANEXA A EORM,CANTON ALTA VISTA ALDEA EL RODEO
26165,12-01-0038-43,SAN MARCOS,SAN MARCOS,15.011571,-91.859367,EORM,ALDEA BARRANCA DE GALVEZ
26166,12-01-4900-42,SAN MARCOS,SAN MARCOS,15.011571,-91.859367,EODP ANEXA A EORM,ALDEA BARRANCA DE GALVEZ
26167,12-21-0006-42,SAN MARCOS,LA REFORMA,14.758611,-91.859173,EODP ANEXA A EORM,COMUNIDAD LA CEIBA
26168,12-21-0013-43,SAN MARCOS,LA REFORMA,14.758611,-91.859173,EORM,COMUNIDAD LA CEIBA
26169,12-12-0543-43,SAN MARCOS,NUEVO PROGRESO,14.812876,-91.858983,EORM,ALDEA LA CONQUISTA
26170,12-12-3266-42,SAN MARCOS,NUEVO PROGRESO,14.812876,-91.858983,EODP ANEXA A EORM,ALDEA LA CONQUISTA
26171,12-23-0936-43,SAN MARCOS,IXCHIGUAN,15.068943,-91.858811,EORM,CANTON VILLA NUEVA ALDEA TUICHAN
26172,12-23-3911-42,SAN MARCOS,IXCHIGUAN,15.068943,-91.858811,EODP ANEXA A EORM,CANTON VILLA NUEVA ALDEA TUICHAN
26173,12-12-0003-42,SAN MARCOS,NUEVO PROGRESO,14.836195,-91.858219,EODP ANEXA A EORM,CANTON SAN PEDRO
26174,12-12-0023-43,SAN MARCOS,NUEVO PROGRESO,14.836195,-91.858219,EORM,CANTON SAN PEDRO
26175,12-06-0050-43,SAN MARCOS,CONCEPCION TUTUAPA,15.308505,-91.858175,EORM,SECTOR LAS MONTA??ITAS ALDEA TUIMUCA
26176,12-10-0024-43,SAN MARCOS,TEJUTLA,15.169232,-91.857809,EORM,CASERIO LAS ROSAS ALDEA ARMENIA
26177,12-10-0051-42,SAN MARCOS,TEJUTLA,15.169232,-91.857809,EODP ANEXA A EORM,"CASERIO LAS ROSAS, ALDEA ARMENIA"
26178,12-06-0106-41,SAN MARCOS,CONCEPCION TUTUAPA,15.369999,-91.856257,COPB ANEXA A EORM,CASERIO TOJCHALUM
26179,12-06-0299-43,SAN MARCOS,CONCEPCION TUTUAPA,15.369999,-91.856257,EORM,CASERIO TOJCHALUM
26180,12-06-0259-41,SAN MARCOS,CONCEPCION TUTUAPA,15.274412,-91.855389,COPB ANEXA A EORM,ALDEA TALHUITO
26181,12-06-0307-43,SAN MARCOS,CONCEPCION TUTUAPA,15.274412,-91.855389,EORM,ALDEA TALHUITO
26182,12-06-3260-42,SAN MARCOS,CONCEPCION TUTUAPA,15.274412,-91.855389,EODP ANEXA A EORM,ALDEA TALHUITO
26183,12-23-0919-43,SAN MARCOS,IXCHIGUAN,15.083488,-91.855338,EORM,ALDEA BUENA VISTA NUEVOS HORIZONTES
26184,12-23-3282-42,SAN MARCOS,IXCHIGUAN,15.083488,-91.855338,EODP ANEXA A EORM,ALDEA BUENA VISTA NUEVOS HORIZONTES
26185,12-10-3768-43,SAN MARCOS,TEJUTLA,15.205952,-91.854558,EORM,CASERIO ESTANCIA DE LA VIRGEN
26186,12-10-0476-43,SAN MARCOS,TEJUTLA,15.15203,-91.854337,EORM,ALDEA SAN ISIDRO
26187,12-10-3862-42,SAN MARCOS,TEJUTLA,15.15203,-91.854337,EODP ANEXA A EORM,ALDEA SAN ISIDRO
26188,12-23-0923-43,SAN MARCOS,IXCHIGUAN,15.101706,-91.854235,EORM,CASERIO TUILADRILLO ALDEA CHOAPEQUEZ
26189,12-23-4270-42,SAN MARCOS,IXCHIGUAN,15.101706,-91.854235,EODP ANEXA A EORM,CASERIO TUILADRILLO
26190,12-23-0934-43,SAN MARCOS,IXCHIGUAN,15.088802,-91.853309,EORM,ALDEA CHOAPEQUEZ
26191,12-23-3283-42,SAN MARCOS,IXCHIGUAN,15.088802,-91.853309,EODP ANEXA A EORM,ALDEA CHOAPEQUEZ
26192,12-20-0010-42,SAN MARCOS,EL QUETZAL,14.741135,-91.853254,EODP ANEXA A EORM,CASERIO LOS MAZARIEGOS
26193,12-20-0018-43,SAN MARCOS,EL QUETZAL,14.741135,-91.853254,EORM,CASERIO MAZARIEGOS
26194,12-06-0009-42,SAN MARCOS,CONCEPCION TUTUAPA,15.384681,-91.853037,EODP ANEXA A EORM,CASERIO CORRAL DE PIEDRA
26195,12-06-0029-43,SAN MARCOS,CONCEPCION TUTUAPA,15.384681,-91.853037,EORM,CASERIO CORRAL DE PIEDRA
26196,12-06-0267-41,SAN MARCOS,CONCEPCION TUTUAPA,15.343343,-91.852881,COPB ANEXA A EORM,CASERIO PLAN QUIGUIQUE ALDEA SICHIVILA
26197,12-06-0292-43,SAN MARCOS,CONCEPCION TUTUAPA,15.343343,-91.852881,EORM,CASERIO PLAN QUIGUIQUE ALDEA SICHIVILA
26198,12-10-0477-43,SAN MARCOS,TEJUTLA,15.217866,-91.852846,EORM,ALDEA VENECIA
26199,12-10-3196-42,SAN MARCOS,TEJUTLA,15.217866,-91.852846,EODP ANEXA A EORM,ALDEA VENECIA
26200,12-23-0931-42,SAN MARCOS,IXCHIGUAN,15.074028,-91.852727,EODP ANEXA A EORM,ALDEA TUICHAN
26201,12-23-0931-43,SAN MARCOS,IXCHIGUAN,15.074028,-91.852727,EORM,ALDEA TUICHAN
26202,12-12-0538-43,SAN MARCOS,NUEVO PROGRESO,14.842454,-91.851737,EORM,ALDEA SAN IGNACIO
26203,12-12-4242-42,SAN MARCOS,NUEVO PROGRESO,14.842454,-91.851737,EODP ANEXA A EORM,ALDEA SAN IGNACIO
26204,12-10-1196-43,SAN MARCOS,TEJUTLA,15.179188,-91.85151,EORM,CASERIO CHACOJOM
26205,12-10-5195-42,SAN MARCOS,TEJUTLA,15.179188,-91.85151,EODP ANEXA A EORM,CASERIO CHACOJOM
26206,12-10-0468-43,SAN MARCOS,TEJUTLA,15.109816,-91.850851,EORM,ALDEA LA UNION
26207,12-10-3009-42,SAN MARCOS,TEJUTLA,15.109816,-91.850851,EODP ANEXA A EORM,ALDEA LA UNION
26208,12-10-3021-43,SAN MARCOS,TEJUTLA,15.109816,-91.850851,EORM,ALDEA LA UNION
26209,12-12-0046-42,SAN MARCOS,NUEVO PROGRESO,14.800866,-91.85072,EODP ANEXA A EORM,COMUNIDAD AGRARIA NUEVA ESCOCIA
26210,12-12-0559-43,SAN MARCOS,NUEVO PROGRESO,14.800866,-91.85072,EORM,COMUNIDAD AGRARIA NUEVA ESCOCIA
26211,12-10-4923-43,SAN MARCOS,TEJUTLA,15.147011,-91.850455,EORM,"CASERIO EL CHORRO 20 PALOS, ALDEA SAN ISIDRO"
26212,12-06-0269-41,SAN MARCOS,CONCEPCION TUTUAPA,15.256622,-91.850057,COPB ANEXA A EORM,CASERIO LA ESTANCIA
26213,12-06-0298-43,SAN MARCOS,CONCEPCION TUTUAPA,15.256622,-91.850057,EORM,CASERIO LA ESTANCIA
26214,12-10-5464-42,SAN MARCOS,TEJUTLA,15.197084,-91.850028,EODP ANEXA A EORM,CASERIO ESTANCIA DE LA VIRGEN
26215,12-20-1139-43,SAN MARCOS,EL QUETZAL,14.726003,-91.849971,EORM,"CASERIO CANOJ, ALDEA SAN FRANCISCO"
26216,12-01-0034-43,SAN MARCOS,SAN MARCOS,15.057651,-91.849513,EORM,ALDEA EL RODEO
26217,12-01-1160-42,SAN MARCOS,SAN MARCOS,15.057651,-91.849513,EODP ANEXA A EORM,ALDEA EL RODEO
26218,12-20-0835-43,SAN MARCOS,EL QUETZAL,14.736994,-91.849496,EORM,ALDEA SAN FRANCISCO
26219,12-20-2780-42,SAN MARCOS,EL QUETZAL,14.736994,-91.849496,EODP ANEXA A EORM,ALDEA SAN FRANCISCO
26220,12-10-0006-42,SAN MARCOS,TEJUTLA,15.135199,-91.849021,EODP ANEXA A EORM,"CASERIO EL BOSQUE, ALDEA QUIPAMBE"
26221,12-10-0028-43,SAN MARCOS,TEJUTLA,15.135199,-91.849021,EORM,"CASERIO EL BOSQUE, ALDEA QUIPAMBE"
26222,12-06-0034-43,SAN MARCOS,CONCEPCION TUTUAPA,15.270347,-91.848902,EORM,PARAJE PIEDRA PARADA ALDEA TALHUITO
26223,12-06-0112-41,SAN MARCOS,CONCEPCION TUTUAPA,15.270347,-91.848902,COPB ANEXA A EORM,PARAJE PIEDRA PARADA ALDEA TALHUITO
26224,12-06-0260-41,SAN MARCOS,CONCEPCION TUTUAPA,15.292256,-91.848289,COPB ANEXA A EORM,ALDEA TUIMUCA
26225,12-06-0264-43,SAN MARCOS,CONCEPCION TUTUAPA,15.292256,-91.848289,EORM,ALDEA TUIMUCA
26226,12-06-5144-42,SAN MARCOS,CONCEPCION TUTUAPA,15.292256,-91.848289,EODP ANEXA A EORM,ALDEA TUIMUCA
26227,12-12-0029-43,SAN MARCOS,NUEVO PROGRESO,14.80861,-91.848282,EORM,CASERIO EL LIBANO
26228,12-12-0059-42,SAN MARCOS,NUEVO PROGRESO,14.809102,-91.8481,EODP ANEXA A EORM,CASERIO EL LIBANO
26229,12-10-0472-43,SAN MARCOS,TEJUTLA,15.154962,-91.847974,EORM,ALDEA CUYA
26230,12-10-3194-42,SAN MARCOS,TEJUTLA,15.154962,-91.847974,EODP ANEXA A EORM,ALDEA CUYA
26231,12-12-0010-42,SAN MARCOS,NUEVO PROGRESO,14.812369,-91.847947,EODP ANEXA A EORM,CASERIO LOS ZACARIAS ALDEA LA CONQUISTA
26232,12-12-0032-43,SAN MARCOS,NUEVO PROGRESO,14.812369,-91.847947,EORM,CASERIO LOS ZACARIAS ALDEA LA CONQUISTA
26233,12-10-0491-43,SAN MARCOS,TEJUTLA,15.168207,-91.84659,EORM,ALDEA ARMENIA
26234,12-10-3407-42,SAN MARCOS,TEJUTLA,15.168207,-91.84659,EODP ANEXA A EORM,ALDEA ARMENIA
26235,12-23-0021-43,SAN MARCOS,IXCHIGUAN,15.097328,-91.846527,EORM,CANTON LOMA LINDA ALDEA CHOAPEQUEZ
26236,12-27-3901-43,SAN MARCOS,ESQUIPULAS PALO GORDO,14.940545,-91.846466,EORM,CASERIO BUENA VISTA ALDEA FRATERNIDAD
26237,12-20-0022-43,SAN MARCOS,EL QUETZAL,14.740314,-91.846301,EORM,CANTON LOS VELASQUEZ ALDEA SAN FRANCISCO
26238,12-10-0474-43,SAN MARCOS,TEJUTLA,15.188932,-91.846124,EORM SARA DE LA HOZ DE MENDEZ MONTENEGRO,ALDEA LAS TAPIAS
26239,12-10-3864-42,SAN MARCOS,TEJUTLA,15.188932,-91.846124,EODP ANEXA A EORM,ALDEA LAS TAPIAS
26240,12-12-0035-42,SAN MARCOS,NUEVO PROGRESO,14.815755,-91.845785,EODP ANEXA A EORM,COMUNIDAD AGRARIA LA SUIZA
26241,12-12-0047-42,SAN MARCOS,NUEVO PROGRESO,14.815755,-91.845785,EODP ANEXA A EORM,CASERIO LOS PEREZ
26242,12-12-4915-43,SAN MARCOS,NUEVO PROGRESO,14.815829,-91.845745,EORM,COMUNIDAD AGRARIA LA SUIZA
26243,12-10-0494-43,SAN MARCOS,TEJUTLA,15.129684,-91.845449,EORM,ALDEA LA INDEPENDENCIA
26244,12-10-5204-42,SAN MARCOS,TEJUTLA,15.129684,-91.845449,EODP ANEXA A EORM,ALDEA LA INDEPENDENCIA
26245,12-06-0290-42,SAN MARCOS,CONCEPCION TUTUAPA,15.240994,-91.84496,EODP ANEXA A EOUM FRAY BARTOLOME DE LAS CASAS,CABECERA MUNICIPAL
26246,12-02-0072-42,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,14.86406,-91.844801,EODP ANEXA A EORM,ALDEA SAN FRANCISCO EL TABLERO
26247,12-02-0076-43,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,14.86406,-91.844801,EORM,ALDEA SAN FRANCISCO EL TABLERO
26248,12-06-0291-43,SAN MARCOS,CONCEPCION TUTUAPA,15.241273,-91.84474,EOUM FRAY BARTOLOME DE LAS CASAS,CABECERA MUNICIPAL
26249,12-01-0061-42,SAN MARCOS,SAN MARCOS,15.069981,-91.84433,EODP ANEXA A EORM,CANTON LLANO DE LA GUARDIA ALDEA SAN SEBASTIAN
26250,12-01-0074-43,SAN MARCOS,SAN MARCOS,15.069981,-91.84433,EORM,CANTON LLANO DE LA GUARDIA SAN SEBASTIAN
26251,12-06-0082-42,SAN MARCOS,CONCEPCION TUTUAPA,15.2395,-91.843698,EODP ANEXA A EOUM,CANTON BERLIN
26252,12-06-0083-43,SAN MARCOS,CONCEPCION TUTUAPA,15.2395,-91.843698,EOUM,CANTON BERLIN
26253,12-20-0839-43,SAN MARCOS,EL QUETZAL,14.755995,-91.842261,EORM,ALDEA PIEDRA CUACHE
26254,12-20-3401-42,SAN MARCOS,EL QUETZAL,14.755995,-91.842261,EODP ANEXA A EORM,ALDEA PIEDRA CUACHE
26255,12-06-0040-43,SAN MARCOS,CONCEPCION TUTUAPA,15.264801,-91.84098,EORM,CASERIO LOS CERRITOS ALDEA NIMCHIM
26256,12-06-0111-41,SAN MARCOS,CONCEPCION TUTUAPA,15.264801,-91.84098,COPB ANEXA A EORM,CASERIO LOS CERRITOS ALDEA NIMCHIM
26257,12-10-0053-42,SAN MARCOS,TEJUTLA,15.215331,-91.840475,EODP ANEXA A EORM,"CASERIO EL PROGRESO, ALDEA VENECIA"
26258,12-10-0018-43,SAN MARCOS,TEJUTLA,15.215225,-91.840228,EORM,CASERIO EL PROGRESO ALDEA VENECIA
26259,12-10-1197-43,SAN MARCOS,TEJUTLA,15.235686,-91.839445,EORM,CASERIO CHAPIL ALDEA VENECIA
26260,12-10-5041-42,SAN MARCOS,TEJUTLA,15.235686,-91.839445,EODP ANEXA A EORM,CASERIO CHAPIL ALDEA VENECIA
26261,12-27-1004-43,SAN MARCOS,ESQUIPULAS PALO GORDO,14.93896,-91.838739,EORM,ALDEA POJOPON
26262,12-27-3062-42,SAN MARCOS,ESQUIPULAS PALO GORDO,14.93896,-91.838739,EODP,ALDEA POJOPON
26263,12-20-0016-43,SAN MARCOS,EL QUETZAL,14.73034,-91.83857,EORM,"CASERIO VILLA NUEVA, ALDEA SAN JOSE CHIBUJ"
26264,12-01-0058-42,SAN MARCOS,SAN MARCOS,14.96162,-91.838366,EODP ANEXA A EORM,CANTON EL ROSARIO ALDEA EL RINCON
26265,12-01-0067-43,SAN MARCOS,SAN MARCOS,14.96162,-91.838366,EORM,CANTON EL ROSARIO ALDEA EL RINCON
26266,12-10-0054-42,SAN MARCOS,TEJUTLA,15.179144,-91.838025,EODP ANEXA A EORM,"CANTON BELLA VISTA, CASERIO LAS TAPIAS"
26267,12-10-0029-43,SAN MARCOS,TEJUTLA,15.179716,-91.838011,EORM,CANTON BELLA VISTA ALDEA LAS TAPIAS
26268,12-10-0026-43,SAN MARCOS,TEJUTLA,15.0971,-91.837224,EORM,CANTON LA JOYA CASERIO LA UNION
26269,12-01-0045-42,SAN MARCOS,SAN MARCOS,15.059803,-91.837203,EODP ANEXA A EORM,CANTON CHISGUACHIN ALDEA SAN SEBASTIAN
26270,12-01-0065-43,SAN MARCOS,SAN MARCOS,15.059803,-91.837203,EORM,CANTON CHISGUACHIN ALDEA SAN SEBASTIAN
26271,12-06-0087-43,SAN MARCOS,CONCEPCION TUTUAPA,15.372243,-91.836968,EORM,"CASERIO MUCCHI, ALDEA CHAMUL"
